datetime,open,high,low,close,volume
2022/04/06 17:45,17333,17387,17208,17217,90274
2022/04/06 21:45,17217,17221,17123,17143,24272
2022/04/07 00:00,17187,17233,17150,17207,19074
2022/04/07 04:00,17207,17236,17137,17165,23182
2022/04/07 08:00,17164,17254,17134,17252,16428
2022/04/07 12:00,17250,17268,17202,17218,4124
2022/04/07 17:45,17200,17258,17169,17230,60888
2022/04/07 21:45,17231,17318,17222,17316,22393
2022/04/08 00:00,17337,17382,17330,17349,15042
2022/04/08 04:00,17349,17365,17246,17324,22678
2022/04/08 08:00,17323,17331,17218,17244,16147
2022/04/08 12:00,17245,17263,17207,17229,4344
2022/04/10 17:45,17222,17298,16976,17030,107153
2022/04/10 21:45,17030,17042,16982,17039,20626
2022/04/11 00:00,17036,17100,17012,17085,20795
2022/04/11 04:00,17087,17090,16995,17006,19560
2022/04/11 08:00,17005,17037,16962,17034,15037
2022/04/11 12:00,17035,17048,16942,16967,4638
2022/04/11 17:45,16960,17068,16906,16965,83202
2022/04/11 21:45,16965,17049,16929,16999,24117
2022/04/12 00:00,17016,17062,16975,17050,15821
2022/04/12 04:00,17050,17146,17035,17090,25601
2022/04/12 08:00,17091,17120,17003,17033,15680
2022/04/12 12:00,17031,17042,16986,17031,4339
2022/04/12 17:45,17080,17305,17071,17277,83098
2022/04/12 21:45,17277,17321,17273,17316,22815
2022/04/13 00:00,17290,17315,17257,17286,14379
2022/04/13 04:00,17287,17328,17248,17304,20068
2022/04/13 08:00,17303,17337,17289,17330,8728
2022/04/13 12:00,17331,17347,17313,17330,2644
2022/04/13 17:45,17349,17352,17251,17282,57547
2022/04/13 21:45,17283,17302,17256,17298,14901
2022/04/14 00:00,17307,17331,17287,17298,14621
2022/04/14 04:00,17298,17309,17167,17176,27901
2022/04/14 08:00,17176,17200,17133,17136,14213
2022/04/14 12:00,17137,17144,17102,17131,3755
2022/04/14 17:45,17102,17117,16965,17004,80783
2022/04/14 21:45,17004,17013,16960,16983,14459
2022/04/15 00:00,16976,17019,16937,16995,8595
2022/04/15 04:00,16995,16995,16965,16976,3823
2022/04/15 08:00,16977,17003,16975,16982,3119
2022/04/15 12:00,16984,16999,16972,16999,1176
2022/04/17 17:45,16908,16995,16813,16918,91423
2022/04/17 21:45,16920,16922,16863,16881,13002
2022/04/18 00:00,16888,16944,16881,16931,7739
2022/04/18 04:00,16932,17053,16932,17030,19198
2022/04/18 08:00,17030,17077,16971,17030,13693
2022/04/18 12:00,17034,17034,16938,17012,5528
2022/04/18 17:45,17065,17122,17005,17046,71073
2022/04/18 21:45,17046,17067,16988,17000,16795
2022/04/19 00:00,16974,16987,16913,16949,4386
2022/04/19 04:00,16950,17016,16914,17005,4937
2022/04/19 08:00,17010,17047,17000,17040,2225
2022/04/19 12:00,17043,17072,17029,17068,1030
2022/04/19 17:45,17018,17060,16951,17043,36769
2022/04/19 21:45,17044,17082,17041,17071,17000
2022/04/20 00:00,17057,17148,17053,17139,14846
2022/04/20 04:00,17138,17177,17123,17157,19561
2022/04/20 08:00,17156,17165,17103,17118,12374
2022/04/20 12:00,17117,17159,17116,17150,3063
2022/04/20 17:45,17180,17222,17114,17125,70728
2022/04/20 21:45,17124,17141,17090,17126,15274
2022/04/21 00:00,17111,17174,17106,17165,11033
2022/04/21 04:00,17166,17192,17119,17130,16164
2022/04/21 08:00,17129,17130,16963,16971,27272
2022/04/21 12:00,16968,16968,16925,16953,5466
2022/04/21 17:45,16862,16976,16823,16963,80755
2022/04/21 21:45,16964,16999,16955,16992,15578
2022/04/22 00:00,16997,17012,16920,16943,16081
2022/04/22 04:00,16943,16984,16884,16893,23159
2022/04/22 08:00,16894,16917,16714,16730,22415
2022/04/22 12:00,16729,16785,16672,16686,9393
2022/04/24 17:45,16686,16734,16508,16574,104177
2022/04/24 21:45,16573,16591,16549,16572,19144
2022/04/25 00:00,16505,16590,16490,16535,20073
2022/04/25 04:00,16536,16621,16505,16526,34897
2022/04/25 08:00,16528,16661,16513,16625,24342
2022/04/25 12:00,16624,16666,16574,16658,6237
2022/04/25 17:45,16648,16663,16533,16635,67746
2022/04/25 21:45,16634,16637,16558,16586,14156
2022/04/26 00:00,16565,16574,16516,16546,15111
2022/04/26 04:00,16545,16567,16332,16335,35005
2022/04/26 08:00,16334,16378,16288,16339,27044
2022/04/26 12:00,16339,16346,16185,16205,8604
2022/04/26 17:45,16221,16344,16160,16285,116998
2022/04/26 21:45,16284,16293,16235,16285,24114
2022/04/27 00:00,16300,16354,16202,16338,27745
2022/04/27 04:00,16339,16364,16206,16244,42053
2022/04/27 08:00,16245,16335,16230,16267,25453
2022/04/27 12:00,16266,16304,16237,16296,5737
2022/04/27 17:45,16317,16416,16220,16402,84387
2022/04/27 21:45,16403,16410,16336,16387,19334
2022/04/28 00:00,16422,16497,16421,16458,17824
2022/04/28 04:00,16455,16474,16319,16386,31285
2022/04/28 08:00,16387,16631,16362,16616,30857
2022/04/28 12:00,16616,16658,16537,16590,10426
2022/04/28 17:45,16555,16635,16495,16555,86441
2022/04/28 21:45,16556,16602,16538,16583,17434
2022/04/29 00:00,16595,16622,16536,16541,15608
2022/04/29 04:00,16545,16620,16507,16526,24721
2022/04/29 08:00,16525,16563,16425,16444,22188
2022/04/29 12:00,16442,16444,16363,16402,6342
2022/05/02 17:45,16487,16570,16439,16463,74962
2022/05/02 21:45,16461,16498,16434,16470,15217
2022/05/03 00:00,16431,16470,16373,16390,16379
2022/05/03 04:00,16389,16462,16378,16424,23428
2022/05/03 08:00,16424,16502,16417,16478,21465
2022/05/03 12:00,16481,16500,16440,16467,3218
2022/05/03 17:45,16505,16589,16489,16522,57213
2022/05/03 21:45,16521,16530,16490,16519,12157
2022/05/04 00:00,16528,16533,16481,16513,9422
2022/05/04 04:00,16514,16525,16433,16442,16250
2022/05/04 08:00,16442,16645,16394,16634,40641
2022/05/04 12:00,16634,16763,16634,16750,10762
2022/05/04 17:45,16753,16776,16645,16691,66653
2022/05/04 21:45,16690,16696,16670,16684,12069
2022/05/05 00:00,16638,16645,16595,16608,15744
2022/05/05 04:00,16609,16635,16422,16448,30991
2022/05/05 08:00,16446,16451,16306,16339,37412
2022/05/05 12:00,16340,16372,16277,16351,9159
2022/05/05 17:45,16310,16380,16266,16360,81074
2022/05/05 21:45,16360,16372,16327,16355,14700
2022/05/06 00:00,16339,16400,16308,16355,16755
2022/05/06 04:00,16355,16383,16186,16357,45237
2022/05/06 08:00,16356,16419,16265,16284,38869
2022/05/06 12:00,16283,16358,16265,16315,7921
2022/05/08 17:45,16156,16194,16030,16040,81850
2022/05/08 21:45,16040,16068,16015,16027,16997
2022/05/09 00:00,16048,16091,15976,15990,20527
2022/05/09 04:00,15988,16053,15941,15975,33445
2022/05/09 08:00,15974,16012,15910,15950,27270
2022/05/09 12:00,15953,15976,15844,15853,7735
2022/05/09 17:45,15809,16025,15730,16020,108705
2022/05/09 21:45,16021,16045,16000,16039,18439
